Pixel Coordinates: (665, 1127)
Rectangular Region Size: 300
400,0.127568
401,0.129088
402,0.130269
403,0.131347
404,0.132586
405,0.134006
406,0.138196
407,0.139622
408,0.140438
409,0.141877
410,0.143742
411,0.144490
412,0.145444
413,0.147026
414,0.148484
415,0.149894
416,0.151325
417,0.150389
418,0.152200
419,0.150785
420,0.153070
421,0.153822
422,0.155270
423,0.154685
424,0.155959
425,0.156563
426,0.158461
427,0.157603
428,0.160330
429,0.159431
430,0.160436
431,0.158750
432,0.158301
433,0.157309
434,0.158280
435,0.157515
436,0.156922
437,0.157123
438,0.155878
439,0.156634
440,0.155102
441,0.157106
442,0.157076
443,0.158597
444,0.159392
445,0.163898
446,0.167496
447,0.170842
448,0.176161
449,0.181794
450,0.187885
451,0.195121
452,0.203542
453,0.212725
454,0.223065
455,0.236249
456,0.247956
457,0.260632
458,0.273224
459,0.287090
460,0.316846
461,0.338380
462,0.356856
463,0.370699
464,0.380477
465,0.395081
466,0.411656
467,0.420078
468,0.426418
469,0.430004
470,0.434518
471,0.440870
472,0.447907
473,0.458801
474,0.468255
475,0.479945
476,0.486063
477,0.488036
478,0.489708
479,0.494285
480,0.498866
481,0.512292
482,0.518638
483,0.529699
484,0.530747
485,0.534646
486,0.544773
487,0.546920
488,0.550393
489,0.564121
490,0.568280
491,0.575131
492,0.582497
493,0.591375
494,0.598781
495,0.599864
496,0.611941
497,0.619631
498,0.622018
499,0.631165
500,0.637787
501,0.648780
502,0.653655
503,0.657183
504,0.660399
505,0.667619
506,0.668424
507,0.676758
508,0.676206
509,0.685317
510,0.686818
511,0.692968
512,0.694258
513,0.694961
514,0.699152
515,0.701346
516,0.707078
517,0.712214
518,0.709173
519,0.720265
520,0.722153
