Pixel Coordinates: (2713, 2873)
Rectangular Region Size: 200
400,0.212689
401,0.214863
402,0.216401
403,0.217352
404,0.219062
405,0.220853
406,0.227195
407,0.228823
408,0.230052
409,0.231753
410,0.234647
411,0.234864
412,0.235655
413,0.237363
414,0.238644
415,0.239760
416,0.240181
417,0.236928
418,0.238070
419,0.233624
420,0.234981
421,0.233571
422,0.233089
423,0.229165
424,0.228462
425,0.226446
426,0.226725
427,0.223638
428,0.226450
429,0.224166
430,0.225338
431,0.223138
432,0.224186
433,0.224293
434,0.228076
435,0.229604
436,0.232607
437,0.238456
438,0.241533
439,0.248250
440,0.252482
441,0.263156
442,0.272636
443,0.283571
444,0.290225
445,0.302924
446,0.313573
447,0.324021
448,0.335226
449,0.343381
450,0.355468
451,0.366002
452,0.376748
453,0.386966
454,0.396589
455,0.407754
456,0.416597
457,0.426855
458,0.435647
459,0.440195
460,0.451303
461,0.455382
462,0.464928
463,0.467751
464,0.472464
465,0.479414
466,0.486668
467,0.488925
468,0.495972
469,0.499490
470,0.505039
471,0.508413
472,0.515451
473,0.520310
474,0.523996
475,0.532399
476,0.536048
477,0.540853
478,0.543498
479,0.551863
480,0.553607
481,0.565511
482,0.568964
483,0.577883
484,0.576356
485,0.577959
486,0.586368
487,0.584239
488,0.584053
489,0.596755
490,0.598311
491,0.601307
492,0.606222
493,0.611767
494,0.615958
495,0.612998
496,0.622801
497,0.629790
498,0.628835
499,0.635509
500,0.639192
501,0.647554
502,0.648828
503,0.650726
504,0.651743
505,0.658618
506,0.657716
507,0.663788
508,0.660159
509,0.670938
510,0.671215
511,0.677420
512,0.678208
513,0.676577
514,0.677852
515,0.676926
516,0.682247
517,0.686006
518,0.682158
519,0.691749
520,0.690469
