Pixel Coordinates: (1313, 2597)
Wavelength (nm)	Corrected Transmission	Filter Rect Sum
0,200.00000
400,909049.000000
401,923192.000000
402,937081.000000
403,948883.000000
404,963385.000000
405,978160.000000
406,1001115.000000
407,1012516.000000
408,1016708.000000
409,1026825.000000
410,1036820.000000
411,1041408.000000
412,1050704.000000
413,1061958.000000
414,1061123.000000
415,1059117.000000
416,1062858.000000
417,1046608.000000
418,1049941.000000
419,1041452.000000
420,1043896.000000
421,1046728.000000
422,1050978.000000
423,1046266.000000
424,1050182.000000
425,1060835.000000
426,1073923.000000
427,1081296.000000
428,1106125.000000
429,1122409.000000
430,1149427.000000
431,1177603.000000
432,1211700.000000
433,1239187.000000
434,1285915.000000
435,1322795.000000
436,1366839.000000
437,1418937.000000
438,1456199.000000
439,1518967.000000
440,1567220.000000
441,1629058.000000
442,1730461.000000
443,1829730.000000
444,1901883.000000
445,1993104.000000
446,2062610.000000
447,2111023.000000
448,2179413.000000
449,2234734.000000
450,1937039.000000
451,1999325.000000
452,2060267.000000
453,2114005.000000
454,2209722.000000
455,2316516.000000
456,2404569.000000
457,2468710.000000
458,2534650.000000
459,2642116.000000
460,2828951.000000
461,2934595.000000
462,3023577.000000
463,3078282.000000
464,3106106.000000
465,3173544.000000
466,3257297.000000
467,3275583.000000
468,3280700.000000
469,3270336.000000
470,3272681.000000
471,3285071.000000
472,3300659.000000
473,3346135.000000
474,3390363.000000
475,3453215.000000
476,3476757.000000
477,3463914.000000
478,3450429.000000
479,3443658.000000
480,3401836.000000
481,3437153.000000
482,3453578.000000
483,3483728.000000
484,3530648.000000
485,3592455.000000
486,3639274.000000
487,3650046.000000
488,3626879.000000
489,3688230.000000
490,3669632.000000
491,3638072.000000
492,3643469.000000
493,3645051.000000
494,3650009.000000
495,3645608.000000
496,3685829.000000
497,3706207.000000
498,3706491.000000
499,3725302.000000
500,3736901.000000
501,3740742.000000
502,3720236.000000
503,3719731.000000
504,3725545.000000
505,3745398.000000
506,3754832.000000
507,3784498.000000
508,3772227.000000
509,3810736.000000
510,3826976.000000
511,3844153.000000
512,3862236.000000
513,3862969.000000
514,3862200.000000
515,3843060.000000
516,3876162.000000
517,3877936.000000
518,3878127.000000
519,3920251.000000
520,3925839.000000
