Pixel Coordinates: (1957, 2243)
Wavelength (nm)	Corrected Transmission	Filter Rect Sum
0,250.00000
400,1544042.000000
401,1568191.000000
402,1595044.000000
403,1621979.000000
404,1650770.000000
405,1682514.000000
406,1732200.000000
407,1760654.000000
408,1777289.000000
409,1806381.000000
410,1838608.000000
411,1862495.000000
412,1894782.000000
413,1928702.000000
414,1947759.000000
415,1965065.000000
416,1985863.000000
417,1974959.000000
418,1997543.000000
419,1996547.000000
420,2010911.000000
421,2021547.000000
422,2032830.000000
423,2027287.000000
424,2030895.000000
425,2039814.000000
426,2046874.000000
427,2043462.000000
428,2065043.000000
429,2064277.000000
430,2073966.000000
431,2077177.000000
432,2087896.000000
433,2084900.000000
434,2104400.000000
435,2101857.000000
436,2109380.000000
437,2128702.000000
438,2126512.000000
439,2157130.000000
440,2168112.000000
441,2199567.000000
442,2281416.000000
443,2362285.000000
444,2414248.000000
445,2498160.000000
446,2560833.000000
447,2611516.000000
448,2690636.000000
449,2761569.000000
450,2430891.000000
451,2524169.000000
452,2620274.000000
453,2711094.000000
454,2858221.000000
455,3030274.000000
456,3173010.000000
457,3286649.000000
458,3399061.000000
459,3566763.000000
460,3840729.000000
461,4001642.000000
462,4137480.000000
463,4227979.000000
464,4281083.000000
465,4386362.000000
466,4509397.000000
467,4545881.000000
468,4570518.000000
469,4570527.000000
470,4585840.000000
471,4615063.000000
472,4650866.000000
473,4725371.000000
474,4794011.000000
475,4886606.000000
476,4930554.000000
477,4932132.000000
478,4930635.000000
479,4936193.000000
480,4898953.000000
481,4960683.000000
482,4993175.000000
483,5048820.000000
484,5119784.000000
485,5207317.000000
486,5275693.000000
487,5299438.000000
488,5280277.000000
489,5365233.000000
490,5353767.000000
491,5325930.000000
492,5341190.000000
493,5352283.000000
494,5365892.000000
495,5371604.000000
496,5428548.000000
497,5459126.000000
498,5467063.000000
499,5498224.000000
500,5522310.000000
501,5532439.000000
502,5516826.000000
503,5524298.000000
504,5536983.000000
505,5567939.000000
506,5587327.000000
507,5629844.000000
508,5623348.000000
509,5662557.000000
510,5687668.000000
511,5712137.000000
512,5740162.000000
513,5745202.000000
514,5748294.000000
515,5727640.000000
516,5771971.000000
517,5777404.000000
518,5780634.000000
519,5829687.000000
520,5836165.000000
